pageid,nodeid,userid,tag
716,215,49,1
716,215,61,1
716,215,62,1
716,215,64,3
716,215,67,1
716,215,69,1
716,215,77,1
716,216,49,1
716,216,61,1
716,216,62,1
716,216,64,3
716,216,67,1
716,216,69,1
716,216,77,1
716,217,49,1
716,217,61,1
716,217,62,1
716,217,64,3
716,217,67,1
716,217,69,1
716,217,77,1
716,218,49,1
716,218,61,1
716,218,62,1
716,218,64,3
716,218,67,1
716,218,69,3
716,218,77,1
716,219,49,2
716,219,61,2
716,219,62,1
716,219,64,2
716,219,67,2
716,219,69,2
716,219,77,2
716,220,49,3
716,220,61,3
716,220,62,3
716,220,64,3
716,220,67,3
716,220,69,3
716,220,77,3
716,221,49,1
716,221,61,1
716,221,62,1
716,221,64,3
716,221,67,1
716,221,69,1
716,221,77,1
716,222,49,1
716,222,61,1
716,222,62,1
716,222,64,3
716,222,67,1
716,222,69,1
716,222,77,1
716,223,49,1
716,223,61,1
716,223,62,1
716,223,64,3
716,223,67,1
716,223,69,1
716,223,77,1
716,224,49,1
716,224,61,1
716,224,62,1
716,224,64,3
716,224,67,1
716,224,69,3
716,224,77,1
716,225,49,2
716,225,61,2
716,225,62,1
716,225,64,2
716,225,67,2
716,225,69,2
716,225,77,2
716,226,49,3
716,226,61,3
716,226,62,3
716,226,64,3
716,226,67,3
716,226,69,3
716,226,77,3
716,227,49,3
716,227,61,3
716,227,62,3
716,227,64,3
716,227,67,3
716,227,69,3
716,227,77,3
716,228,49,3
716,228,61,3
716,228,62,3
716,228,64,3
716,228,67,3
716,228,69,3
716,228,77,3
716,229,49,1
716,229,61,1
716,229,62,1
716,229,64,3
716,229,67,1
716,229,69,1
716,229,77,1
716,230,49,1
716,230,61,1
716,230,62,1
716,230,64,3
716,230,67,1
716,230,69,1
716,230,77,1
716,231,49,1
716,231,61,1
716,231,62,1
716,231,64,3
716,231,67,1
716,231,69,1
716,231,77,1
716,232,49,1
716,232,61,1
716,232,62,1
716,232,64,3
716,232,67,1
716,232,69,3
716,232,77,1
716,233,49,2
716,233,61,2
716,233,62,1
716,233,64,2
716,233,67,2
716,233,69,2
716,233,77,2
716,234,49,3
716,234,61,3
716,234,62,3
716,234,64,3
716,234,67,3
716,234,69,3
716,234,77,3
716,235,49,3
716,235,61,3
716,235,62,3
716,235,64,3
716,235,67,3
716,235,69,3
716,235,77,2
716,236,49,3
716,236,61,3
716,236,62,3
716,236,64,3
716,236,67,3
716,236,69,3
716,236,77,3
716,237,49,3
716,237,61,3
716,237,62,3
716,237,64,3
716,237,67,3
716,237,69,3
716,237,77,2
716,238,49,3
716,238,61,3
716,238,62,3
716,238,64,3
716,238,67,3
716,238,69,3
716,238,77,3
716,239,49,3
716,239,61,3
716,239,62,3
716,239,64,3
716,239,67,3
716,239,69,3
716,239,77,3
716,240,49,3
716,240,61,3
716,240,62,3
716,240,64,3
716,240,67,3
716,240,69,3
716,240,77,2
716,241,49,3
716,241,61,3
716,241,62,3
716,241,64,3
716,241,67,3
716,241,69,3
716,241,77,3
716,242,49,3
716,242,61,3
716,242,62,3
716,242,64,3
716,242,67,3
716,242,69,3
716,242,77,3
716,243,49,3
716,243,61,3
716,243,62,3
716,243,64,3
716,243,67,3
716,243,69,3
716,243,77,3
716,244,49,3
716,244,61,3
716,244,62,3
716,244,64,3
716,244,67,3
716,244,69,3
716,244,77,3
716,245,49,3
716,245,61,3
716,245,62,3
716,245,64,3
716,245,67,3
716,245,69,3
716,245,77,3
716,246,49,3
716,246,61,3
716,246,62,3
716,246,64,3
716,246,67,3
716,246,69,3
716,246,77,3
716,247,49,3
716,247,61,3
716,247,62,3
716,247,64,3
716,247,67,3
716,247,69,3
716,247,77,2
716,248,49,3
716,248,61,3
716,248,62,3
716,248,64,3
716,248,67,3
716,248,69,3
716,248,77,3
716,249,49,3
716,249,61,3
716,249,62,3
716,249,64,3
716,249,67,3
716,249,69,3
716,249,77,2
716,250,49,3
716,250,61,3
716,250,62,3
716,250,64,3
716,250,67,3
716,250,69,3
716,250,77,3
716,251,49,3
716,251,61,3
716,251,62,3
716,251,64,3
716,251,67,3
716,251,69,3
716,251,77,2
716,252,49,3
716,252,61,3
716,252,62,3
716,252,64,3
716,252,67,3
716,252,69,3
716,252,77,3
716,253,49,3
716,253,61,3
716,253,62,3
716,253,64,3
716,253,67,3
716,253,69,3
716,253,77,2
716,254,49,3
716,254,61,3
716,254,62,3
716,254,64,3
716,254,67,3
716,254,69,3
716,254,77,3
716,255,49,3
716,255,61,3
716,255,62,3
716,255,64,3
716,255,67,3
716,255,69,3
716,255,77,3
716,256,49,3
716,256,61,3
716,256,62,3
716,256,64,3
716,256,67,3
716,256,69,3
716,256,77,2
716,257,49,3
716,257,61,3
716,257,62,3
716,257,64,3
716,257,67,3
716,257,69,3
716,257,77,3
716,258,49,3
716,258,61,3
716,258,62,3
716,258,64,3
716,258,67,3
716,258,69,3
716,258,77,2
716,259,49,3
716,259,61,3
716,259,62,3
716,259,64,3
716,259,67,3
716,259,69,3
716,259,77,3
716,260,49,3
716,260,61,3
716,260,62,3
716,260,64,3
716,260,67,3
716,260,69,3
716,260,77,2
716,261,49,3
716,261,61,3
716,261,62,3
716,261,64,3
716,261,67,3
716,261,69,3
716,261,77,3
716,262,49,3
716,262,61,3
716,262,62,3
716,262,64,3
716,262,67,3
716,262,69,3
716,262,77,2
716,263,49,3
716,263,61,3
716,263,62,3
716,263,64,3
716,263,67,3
716,263,69,3
716,263,77,3
716,264,49,3
716,264,61,3
716,264,62,3
716,264,64,3
716,264,67,3
716,264,69,3
716,264,77,2
716,265,49,3
716,265,61,3
716,265,62,3
716,265,64,3
716,265,67,3
716,265,69,3
716,265,77,3
716,266,49,3
716,266,61,3
716,266,62,3
716,266,64,3
716,266,67,3
716,266,69,3
716,266,77,3
716,267,49,3
716,267,61,3
716,267,62,3
716,267,64,3
716,267,67,3
716,267,69,3
716,267,77,3
716,268,49,3
716,268,61,3
716,268,62,3
716,268,64,3
716,268,67,3
716,268,69,3
716,268,77,2
716,269,49,3
716,269,61,3
716,269,62,3
716,269,64,3
716,269,67,3
716,269,69,3
716,269,77,3
716,270,49,1
716,270,61,1
716,270,62,1
716,270,64,3
716,270,67,1
716,270,69,1
716,270,77,1
716,271,49,1
716,271,61,1
716,271,62,1
716,271,64,3
716,271,67,1
716,271,69,1
716,271,77,1
716,272,49,1
716,272,61,1
716,272,62,1
716,272,64,3
716,272,67,1
716,272,69,1
716,272,77,1
716,273,49,1
716,273,61,1
716,273,62,1
716,273,64,3
716,273,67,1
716,273,69,1
716,273,77,1
716,274,49,1
716,274,61,1
716,274,62,1
716,274,64,3
716,274,67,1
716,274,69,3
716,274,77,1
716,275,49,2
716,275,61,2
716,275,62,1
716,275,64,2
716,275,67,2
716,275,69,2
716,275,77,2
716,276,49,3
716,276,61,3
716,276,62,3
716,276,64,3
716,276,67,3
716,276,69,3
716,276,77,3
716,277,49,3
716,277,61,3
716,277,62,3
716,277,64,3
716,277,67,3
716,277,69,3
716,277,77,2
716,278,49,3
716,278,61,3
716,278,62,3
716,278,64,3
716,278,67,3
716,278,69,3
716,278,77,3
716,279,49,3
716,279,61,3
716,279,62,3
716,279,64,3
716,279,67,3
716,279,69,3
716,279,77,2
716,280,49,3
716,280,61,3
716,280,62,3
716,280,64,3
716,280,67,3
716,280,69,3
716,280,77,3
716,281,49,1
716,281,61,1
716,281,62,1
716,281,64,3
716,281,67,1
716,281,69,1
716,281,77,1
716,282,49,1
716,282,61,1
716,282,62,1
716,282,64,3
716,282,67,1
716,282,69,1
716,282,77,1
716,283,49,1
716,283,61,1
716,283,62,1
716,283,64,3
716,283,67,1
716,283,69,1
716,283,77,1
716,284,49,1
716,284,61,1
716,284,62,1
716,284,64,3
716,284,67,1
716,284,69,1
716,284,77,1
716,285,49,2
716,285,61,2
716,285,62,1
716,285,64,2
716,285,67,2
716,285,69,2
716,285,77,2
716,286,49,2
716,286,61,2
716,286,62,1
716,286,64,3
716,286,67,3
716,286,69,2
716,286,77,1
716,287,49,3
716,287,61,3
716,287,62,3
716,287,64,3
716,287,67,3
716,287,69,3
716,287,77,3
716,288,49,3
716,288,61,3
716,288,62,3
716,288,64,3
716,288,67,3
716,288,69,3
716,288,77,2
716,289,49,3
716,289,61,3
716,289,62,3
716,289,64,3
716,289,67,3
716,289,69,3
716,289,77,3
716,290,49,3
716,290,61,3
716,290,62,3
716,290,64,3
716,290,67,3
716,290,69,3
716,290,77,2
716,291,49,3
716,291,61,3
716,291,62,3
716,291,64,3
716,291,67,3
716,291,69,3
716,291,77,3
716,292,49,3
716,292,61,3
716,292,62,3
716,292,64,3
716,292,67,3
716,292,69,3
716,292,77,3
716,293,49,3
716,293,61,3
716,293,62,3
716,293,64,3
716,293,67,3
716,293,69,3
716,293,77,2
716,294,49,3
716,294,61,3
716,294,62,3
716,294,64,3
716,294,67,3
716,294,69,3
716,294,77,3
716,295,49,3
716,295,61,3
716,295,62,3
716,295,64,3
716,295,67,3
716,295,69,3
716,295,77,2
716,296,49,3
716,296,61,3
716,296,62,3
716,296,64,3
716,296,67,3
716,296,69,3
716,296,77,3
716,297,49,3
716,297,61,3
716,297,62,3
716,297,64,3
716,297,67,3
716,297,69,3
716,297,77,3
716,298,49,3
716,298,61,3
716,298,62,3
716,298,64,3
716,298,67,3
716,298,69,3
716,298,77,3
716,299,49,3
716,299,61,3
716,299,62,3
716,299,64,3
716,299,67,3
716,299,69,3
716,299,77,2
716,300,49,3
716,300,61,3
716,300,62,3
716,300,64,3
716,300,67,3
716,300,69,3
716,300,77,3
716,301,49,3
716,301,61,3
716,301,62,3
716,301,64,3
716,301,67,3
716,301,69,3
716,301,77,3
716,302,49,3
716,302,61,3
716,302,62,3
716,302,64,3
716,302,67,3
716,302,69,3
716,302,77,3
716,303,49,3
716,303,61,3
716,303,62,3
716,303,64,3
716,303,67,3
716,303,69,3
716,303,77,3
716,304,49,3
716,304,61,3
716,304,62,3
716,304,64,3
716,304,67,3
716,304,69,3
716,304,77,3
716,305,49,3
716,305,61,3
716,305,62,3
716,305,64,3
716,305,67,3
716,305,69,3
716,305,77,3
716,306,49,3
716,306,61,3
716,306,62,3
716,306,64,3
716,306,67,3
716,306,69,3
716,306,77,2
716,307,49,3
716,307,61,3
716,307,62,3
716,307,64,3
716,307,67,3
716,307,69,3
716,307,77,3
716,308,49,3
716,308,61,3
716,308,62,3
716,308,64,3
716,308,67,3
716,308,69,3
716,308,77,2
716,309,49,3
716,309,61,3
716,309,62,3
716,309,64,3
716,309,67,3
716,309,69,3
716,309,77,3
716,310,49,3
716,310,61,3
716,310,62,3
716,310,64,3
716,310,67,3
716,310,69,3
716,310,77,3
716,311,49,3
716,311,61,3
716,311,62,3
716,311,64,3
716,311,67,3
716,311,69,3
716,311,77,3
716,312,49,3
716,312,61,3
716,312,62,3
716,312,64,3
716,312,67,3
716,312,69,3
716,312,77,3
716,313,49,3
716,313,61,3
716,313,62,3
716,313,64,3
716,313,67,3
716,313,69,3
716,313,77,3
716,314,49,3
716,314,61,3
716,314,62,3
716,314,64,3
716,314,67,3
716,314,69,3
716,314,77,2
716,315,49,3
716,315,61,3
716,315,62,3
716,315,64,3
716,315,67,3
716,315,69,3
716,315,77,3
716,316,49,1
716,316,61,1
716,316,62,1
716,316,64,3
716,316,67,1
716,316,69,1
716,316,77,1
716,317,49,1
716,317,61,1
716,317,62,1
716,317,64,3
716,317,67,1
716,317,69,1
716,317,77,1
716,318,49,1
716,318,61,1
716,318,62,1
716,318,64,3
716,318,67,1
716,318,69,1
716,318,77,1
716,319,49,1
716,319,61,1
716,319,62,1
716,319,64,3
716,319,67,1
716,319,69,1
716,319,77,1
716,320,49,1
716,320,61,1
716,320,62,1
716,320,64,3
716,320,67,1
716,320,69,3
716,320,77,1
716,321,49,2
716,321,61,2
716,321,62,1
716,321,64,2
716,321,67,2
716,321,69,2
716,321,77,2
716,322,49,3
716,322,61,3
716,322,62,3
716,322,64,3
716,322,67,3
716,322,69,3
716,322,77,3
716,323,49,3
716,323,61,3
716,323,62,3
716,323,64,3
716,323,67,3
716,323,69,3
716,323,77,2
716,324,49,3
716,324,61,3
716,324,62,3
716,324,64,3
716,324,67,3
716,324,69,3
716,324,77,3
716,325,49,3
716,325,61,3
716,325,62,3
716,325,64,3
716,325,67,3
716,325,69,3
716,325,77,3
716,326,49,3
716,326,61,3
716,326,62,3
716,326,64,3
716,326,67,3
716,326,69,3
716,326,77,3
716,327,49,3
716,327,61,3
716,327,62,3
716,327,64,3
716,327,67,3
716,327,69,3
716,327,77,3
716,328,49,3
716,328,61,3
716,328,62,3
716,328,64,3
716,328,67,3
716,328,69,3
716,328,77,2
716,329,49,3
716,329,61,3
716,329,62,3
716,329,64,3
716,329,67,3
716,329,69,3
716,329,77,3
716,330,49,3
716,330,61,3
716,330,62,3
716,330,64,3
716,330,67,3
716,330,69,3
716,330,77,2
716,331,49,3
716,331,61,3
716,331,62,3
716,331,64,3
716,331,67,3
716,331,69,3
716,331,77,3
716,332,49,3
716,332,61,3
716,332,62,3
716,332,64,3
716,332,67,3
716,332,69,3
716,332,77,2
716,333,49,3
716,333,61,3
716,333,62,3
716,333,64,3
716,333,67,3
716,333,69,3
716,333,77,3
716,334,49,3
716,334,61,3
716,334,62,3
716,334,64,3
716,334,67,3
716,334,69,3
716,334,77,2
716,335,49,3
716,335,61,3
716,335,62,3
716,335,64,3
716,335,67,3
716,335,69,3
716,335,77,3
716,336,49,3
716,336,61,3
716,336,62,3
716,336,64,3
716,336,67,3
716,336,69,3
716,336,77,3
716,337,49,3
716,337,61,3
716,337,62,3
716,337,64,3
716,337,67,3
716,337,69,3
716,337,77,3
716,338,49,3
716,338,61,3
716,338,62,3
716,338,64,3
716,338,67,3
716,338,69,3
716,338,77,3
716,339,49,1
716,339,61,1
716,339,62,1
716,339,64,3
716,339,67,1
716,339,69,1
716,339,77,1
716,340,49,1
716,340,61,1
716,340,62,1
716,340,64,3
716,340,67,1
716,340,69,1
716,340,77,1
716,341,49,1
716,341,61,1
716,341,62,1
716,341,64,3
716,341,67,1
716,341,69,1
716,341,77,1
716,342,49,1
716,342,61,1
716,342,62,1
716,342,64,3
716,342,67,1
716,342,69,3
716,342,77,1
716,343,49,2
716,343,61,2
716,343,62,1
716,343,64,2
716,343,67,2
716,343,69,2
716,343,77,2
716,344,49,3
716,344,61,3
716,344,62,3
716,344,64,3
716,344,67,3
716,344,69,3
716,344,77,3
716,345,49,3
716,345,61,3
716,345,62,3
716,345,64,3
716,345,67,3
716,345,69,3
716,345,77,2
716,346,49,3
716,346,61,3
716,346,62,3
716,346,64,3
716,346,67,3
716,346,69,3
716,346,77,3
716,347,49,3
716,347,61,3
716,347,62,3
716,347,64,3
716,347,67,3
716,347,69,3
716,347,77,3
716,348,49,3
716,348,61,3
716,348,62,3
716,348,64,3
716,348,67,3
716,348,69,3
716,348,77,2
716,349,49,3
716,349,61,3
716,349,62,3
716,349,64,3
716,349,67,3
716,349,69,3
716,349,77,3
716,350,49,3
716,350,61,3
716,350,62,3
716,350,64,3
716,350,67,3
716,350,69,3
716,350,77,2
716,351,49,3
716,351,61,3
716,351,62,3
716,351,64,3
716,351,67,3
716,351,69,3
716,351,77,3
716,352,49,3
716,352,61,3
716,352,62,3
716,352,64,3
716,352,67,3
716,352,69,3
716,352,77,2
716,353,49,3
716,353,61,3
716,353,62,3
716,353,64,3
716,353,67,3
716,353,69,3
716,353,77,3
716,354,49,3
716,354,61,3
716,354,62,3
716,354,64,3
716,354,67,3
716,354,69,3
716,354,77,3
716,355,49,3
716,355,61,3
716,355,62,3
716,355,64,3
716,355,67,3
716,355,69,3
716,355,77,2
716,356,49,3
716,356,61,3
716,356,62,3
716,356,64,3
716,356,67,3
716,356,69,3
716,356,77,3
716,357,49,3
716,357,61,3
716,357,62,3
716,357,64,3
716,357,67,3
716,357,69,3
716,357,77,3
716,358,49,1
716,358,61,1
716,358,62,1
716,358,64,3
716,358,67,1
716,358,69,1
716,358,77,1
716,359,49,1
716,359,61,1
716,359,62,1
716,359,64,3
716,359,67,1
716,359,69,1
716,359,77,1
716,360,49,1
716,360,61,1
716,360,62,1
716,360,64,3
716,360,67,1
716,360,69,1
716,360,77,1
716,361,49,1
716,361,61,1
716,361,62,1
716,361,64,3
716,361,67,1
716,361,69,3
716,361,77,1
716,362,49,2
716,362,61,2
716,362,62,1
716,362,64,2
716,362,67,2
716,362,69,2
716,362,77,2
716,363,49,2
716,363,61,2
716,363,62,1
716,363,64,3
716,363,67,3
716,363,69,2
716,363,77,1
716,364,49,3
716,364,61,3
716,364,62,3
716,364,64,3
716,364,67,3
716,364,69,3
716,364,77,3
716,365,49,3
716,365,61,3
716,365,62,3
716,365,64,3
716,365,67,3
716,365,69,3
716,365,77,2
716,366,49,3
716,366,61,3
716,366,62,3
716,366,64,3
716,366,67,3
716,366,69,3
716,366,77,3
716,367,49,3
716,367,61,3
716,367,62,3
716,367,64,3
716,367,67,3
716,367,69,3
716,367,77,2
716,368,49,3
716,368,61,3
716,368,62,3
716,368,64,3
716,368,67,3
716,368,69,3
716,368,77,3
716,369,49,3
716,369,61,3
716,369,62,3
716,369,64,3
716,369,67,3
716,369,69,3
716,369,77,2
716,370,49,3
716,370,61,3
716,370,62,3
716,370,64,3
716,370,67,3
716,370,69,3
716,370,77,3
716,371,49,3
716,371,61,3
716,371,62,3
716,371,64,3
716,371,67,3
716,371,69,3
716,371,77,3
716,372,49,3
716,372,61,3
716,372,62,3
716,372,64,3
716,372,67,3
716,372,69,3
716,372,77,3
716,373,49,3
716,373,61,3
716,373,62,3
716,373,64,3
716,373,67,3
716,373,69,3
716,373,77,2
716,374,49,3
716,374,61,3
716,374,62,3
716,374,64,3
716,374,67,3
716,374,69,3
716,374,77,3
716,375,49,3
716,375,61,3
716,375,62,3
716,375,64,3
716,375,67,3
716,375,69,3
716,375,77,2
716,376,49,3
716,376,61,3
716,376,62,3
716,376,64,3
716,376,67,3
716,376,69,3
716,376,77,3
716,377,49,1
716,377,61,1
716,377,62,1
716,377,64,3
716,377,67,1
716,377,69,1
716,377,77,1
716,378,49,1
716,378,61,1
716,378,62,1
716,378,64,3
716,378,67,1
716,378,69,1
716,378,77,1
716,379,49,1
716,379,61,1
716,379,62,1
716,379,64,3
716,379,67,1
716,379,69,1
716,379,77,1
716,380,49,1
716,380,61,1
716,380,62,1
716,380,64,3
716,380,67,1
716,380,69,1
716,380,77,1
716,381,49,1
716,381,61,1
716,381,62,1
716,381,64,3
716,381,67,1
716,381,69,3
716,381,77,1
716,382,49,2
716,382,61,2
716,382,62,1
716,382,64,2
716,382,67,2
716,382,69,2
716,382,77,2
716,383,49,2
716,383,61,2
716,383,62,1
716,383,64,3
716,383,67,3
716,383,69,2
716,383,77,1
716,384,49,1
716,384,61,3
716,384,62,3
716,384,64,3
716,384,67,3
716,384,69,3
716,384,77,3
716,385,49,1
716,385,61,3
716,385,62,3
716,385,64,3
716,385,67,3
716,385,69,3
716,385,77,2
716,386,49,1
716,386,61,3
716,386,62,3
716,386,64,3
716,386,67,3
716,386,69,3
716,386,77,3
716,387,49,1
716,387,61,3
716,387,62,3
716,387,64,3
716,387,67,3
716,387,69,3
716,387,77,2
716,388,49,1
716,388,61,3
716,388,62,3
716,388,64,3
716,388,67,3
716,388,69,3
716,388,77,3
716,389,49,1
716,389,61,3
716,389,62,3
716,389,64,3
716,389,67,3
716,389,69,3
716,389,77,3
716,390,49,1
716,390,61,3
716,390,62,3
716,390,64,3
716,390,67,3
716,390,69,3
716,390,77,2
716,391,49,1
716,391,61,3
716,391,62,3
716,391,64,3
716,391,67,3
716,391,69,3
716,391,77,3
716,392,49,1
716,392,61,3
716,392,62,3
716,392,64,3
716,392,67,3
716,392,69,3
716,392,77,2
716,393,49,1
716,393,61,3
716,393,62,3
716,393,64,3
716,393,67,3
716,393,69,3
716,393,77,3
716,394,49,1
716,394,61,3
716,394,62,3
716,394,64,3
716,394,67,3
716,394,69,3
716,394,77,2
716,395,49,1
716,395,61,3
716,395,62,3
716,395,64,3
716,395,67,3
716,395,69,3
716,395,77,3
716,396,49,1
716,396,61,3
716,396,62,3
716,396,64,3
716,396,67,3
716,396,69,3
716,396,77,2
716,397,49,1
716,397,61,3
716,397,62,3
716,397,64,3
716,397,67,3
716,397,69,3
716,397,77,3
716,398,49,1
716,398,61,3
716,398,62,3
716,398,64,3
716,398,67,3
716,398,69,3
716,398,77,3
716,399,49,1
716,399,61,3
716,399,62,3
716,399,64,3
716,399,67,3
716,399,69,3
716,399,77,2
716,400,49,1
716,400,61,3
716,400,62,3
716,400,64,3
716,400,67,3
716,400,69,3
716,400,77,3
716,401,49,1
716,401,61,3
716,401,62,3
716,401,64,3
716,401,67,3
716,401,69,3
716,401,77,2
716,402,49,1
716,402,61,3
716,402,62,3
716,402,64,3
716,402,67,3
716,402,69,3
716,402,77,3
716,403,49,1
716,403,61,3
716,403,62,3
716,403,64,3
716,403,67,3
716,403,69,3
716,403,77,3
716,404,49,1
716,404,61,3
716,404,62,3
716,404,64,3
716,404,67,3
716,404,69,3
716,404,77,2
716,405,49,1
716,405,61,3
716,405,62,3
716,405,64,3
716,405,67,3
716,405,69,3
716,405,77,3
716,406,49,1
716,406,61,3
716,406,62,3
716,406,64,3
716,406,67,3
716,406,69,3
716,406,77,2
716,407,49,1
716,407,61,3
716,407,62,3
716,407,64,3
716,407,67,3
716,407,69,3
716,407,77,3
716,408,49,1
716,408,61,3
716,408,62,3
716,408,64,3
716,408,67,3
716,408,69,3
716,408,77,2
716,409,49,1
716,409,61,3
716,409,62,3
716,409,64,3
716,409,67,3
716,409,69,3
716,409,77,3
716,410,49,1
716,410,61,3
716,410,62,3
716,410,64,3
716,410,67,3
716,410,69,3
716,410,77,3
716,411,49,1
716,411,61,1
716,411,62,1
716,411,64,3
716,411,67,1
716,411,69,1
716,411,77,1
716,412,49,1
716,412,61,1
716,412,62,1
716,412,64,3
716,412,67,1
716,412,69,1
716,412,77,1
716,413,49,1
716,413,61,1
716,413,62,1
716,413,64,3
716,413,67,1
716,413,69,1
716,413,77,1
716,414,49,1
716,414,61,1
716,414,62,1
716,414,64,3
716,414,67,1
716,414,69,1
716,414,77,1
716,415,49,1
716,415,61,1
716,415,62,1
716,415,64,3
716,415,67,1
716,415,69,1
716,415,77,1
716,416,49,1
716,416,61,1
716,416,62,1
716,416,64,3
716,416,67,1
716,416,69,3
716,416,77,1
716,417,49,2
716,417,61,2
716,417,62,1
716,417,64,2
716,417,67,2
716,417,69,2
716,417,77,2
716,418,49,2
716,418,61,2
716,418,62,1
716,418,64,3
716,418,67,3
716,418,69,2
716,418,77,1
716,419,49,3
716,419,61,3
716,419,62,3
716,419,64,3
716,419,67,3
716,419,69,3
716,419,77,3
716,420,49,3
716,420,61,3
716,420,62,3
716,420,64,3
716,420,67,3
716,420,69,3
716,420,77,2
716,421,49,3
716,421,61,3
716,421,62,3
716,421,64,3
716,421,67,3
716,421,69,3
716,421,77,3
716,422,49,3
716,422,61,3
716,422,62,3
716,422,64,3
716,422,67,3
716,422,69,3
716,422,77,2
716,423,49,3
716,423,61,3
716,423,62,3
716,423,64,3
716,423,67,3
716,423,69,3
716,423,77,3
716,424,49,3
716,424,61,3
716,424,62,3
716,424,64,3
716,424,67,3
716,424,69,3
716,424,77,2
716,425,49,3
716,425,61,3
716,425,62,3
716,425,64,3
716,425,67,3
716,425,69,3
716,425,77,3
716,426,49,3
716,426,61,3
716,426,62,3
716,426,64,3
716,426,67,3
716,426,69,3
716,426,77,3
716,427,49,3
716,427,61,3
716,427,62,3
716,427,64,3
716,427,67,3
716,427,69,3
716,427,77,2
716,428,49,3
716,428,61,3
716,428,62,3
716,428,64,3
716,428,67,3
716,428,69,3
716,428,77,3
716,429,49,3
716,429,61,3
716,429,62,3
716,429,64,3
716,429,67,3
716,429,69,3
716,429,77,2
716,430,49,3
716,430,61,3
716,430,62,3
716,430,64,3
716,430,67,3
716,430,69,3
716,430,77,3
716,431,49,3
716,431,61,3
716,431,62,3
716,431,64,3
716,431,67,3
716,431,69,3
716,431,77,3
716,432,49,1
716,432,61,1
716,432,62,1
716,432,64,3
716,432,67,1
716,432,69,1
716,432,77,1
716,433,49,1
716,433,61,1
716,433,62,1
716,433,64,3
716,433,67,1
716,433,69,1
716,433,77,1
716,434,49,1
716,434,61,1
716,434,62,1
716,434,64,3
716,434,67,1
716,434,69,1
716,434,77,1
716,435,49,1
716,435,61,1
716,435,62,1
716,435,64,3
716,435,67,1
716,435,69,1
716,435,77,1
716,436,49,1
716,436,61,1
716,436,62,1
716,436,64,3
716,436,67,1
716,436,69,3
716,436,77,1
716,437,49,2
716,437,61,2
716,437,62,1
716,437,64,2
716,437,67,2
716,437,69,2
716,437,77,3
716,438,49,3
716,438,61,3
716,438,62,3
716,438,64,3
716,438,67,3
716,438,69,3
716,438,77,3
716,439,49,3
716,439,61,3
716,439,62,3
716,439,64,3
716,439,67,3
716,439,69,3
716,439,77,2
716,440,49,3
716,440,61,3
716,440,62,3
716,440,64,3
716,440,67,3
716,440,69,3
716,440,77,3
716,441,49,3
716,441,61,3
716,441,62,3
716,441,64,3
716,441,67,3
716,441,69,3
716,441,77,3
716,442,49,3
716,442,61,3
716,442,62,3
716,442,64,3
716,442,67,3
716,442,69,3
716,442,77,3
716,443,49,3
716,443,61,3
716,443,62,3
716,443,64,3
716,443,67,3
716,443,69,3
716,443,77,2
716,444,49,3
716,444,61,3
716,444,62,3
716,444,64,3
716,444,67,3
716,444,69,3
716,444,77,3
716,445,49,3
716,445,61,3
716,445,62,3
716,445,64,3
716,445,67,3
716,445,69,3
716,445,77,2
716,446,49,3
716,446,61,3
716,446,62,3
716,446,64,3
716,446,67,3
716,446,69,3
716,446,77,3
716,447,49,1
716,447,61,1
716,447,62,1
716,447,64,3
716,447,67,1
716,447,69,1
716,447,77,1
716,448,49,1
716,448,61,1
716,448,62,1
716,448,64,3
716,448,67,1
716,448,69,1
716,448,77,1
716,449,49,1
716,449,61,1
716,449,62,1
716,449,64,3
716,449,67,1
716,449,69,1
716,449,77,1
716,450,49,1
716,450,61,1
716,450,62,1
716,450,64,3
716,450,67,1
716,450,69,3
716,450,77,1
716,451,49,2
716,451,61,2
716,451,62,1
716,451,64,2
716,451,67,2
716,451,69,2
716,451,77,2
716,452,49,3
716,452,61,3
716,452,62,3
716,452,64,3
716,452,67,3
716,452,69,3
716,452,77,3
716,453,49,3
716,453,61,3
716,453,62,3
716,453,64,3
716,453,67,3
716,453,69,3
716,453,77,2
716,454,49,3
716,454,61,3
716,454,62,3
716,454,64,3
716,454,67,3
716,454,69,3
716,454,77,3
716,455,49,3
716,455,61,3
716,455,62,3
716,455,64,3
716,455,67,3
716,455,69,3
716,455,77,2
716,456,49,3
716,456,61,3
716,456,62,3
716,456,64,3
716,456,67,3
716,456,69,3
716,456,77,3
716,457,49,3
716,457,61,3
716,457,62,3
716,457,64,3
716,457,67,3
716,457,69,3
716,457,77,2
716,458,49,3
716,458,61,3
716,458,62,3
716,458,64,3
716,458,67,3
716,458,69,3
716,458,77,3
716,459,49,1
716,459,61,1
716,459,62,1
716,459,64,3
716,459,67,1
716,459,69,1
716,459,77,1
716,460,49,1
716,460,61,1
716,460,62,1
716,460,64,3
716,460,67,1
716,460,69,1
716,460,77,1
716,461,49,1
716,461,61,1
716,461,62,1
716,461,64,3
716,461,67,1
716,461,69,1
716,461,77,1
716,462,49,1
716,462,61,1
716,462,62,1
716,462,64,3
716,462,67,1
716,462,69,3
716,462,77,1
716,463,49,2
716,463,61,2
716,463,62,1
716,463,64,2
716,463,67,2
716,463,69,2
716,463,77,2
716,464,49,3
716,464,61,3
716,464,62,3
716,464,64,3
716,464,67,3
